id;project_name;file_path;route;line_number;code_snippet;source_variable;sink_type;notification_message;is_sanitized;source_of_data;is_dom;label;tool;pattern_id;severity;is_confirmed;taint_flow;sanitization_method;analysis_type;confidence_score;created_at;is_laravel_request;group_name;language_type
8392;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;104;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";later;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8393;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;3616;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";this.fire;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8394;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;4708;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";this._onZoomTransitionEnd;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8395;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;5218;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";radioHtml;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8396;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;5243;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";obj.name;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8397;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;5414;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";html;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8398;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;5580;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";text;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8399;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;5701;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";prefixAndAttribs.join;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8400;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;9521;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";remove;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8401;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;9656;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";content;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8402;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;10633;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";options.html;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8403;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;11535;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";this._pruneTiles;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8404;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;11756;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";done;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8405;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;12508;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;0;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8406;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;13165;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";this._resetState;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8407;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;13693;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";this._performZoom;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8408;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet-src.js;;13782;"164: 	var params = []; | 165: 	for (var i in obj) { | >>> 		params.push(encodeURIComponent(uppercase ? i.toUpperCase() : i) + '=' + encode... | 167: 	} | 168: 	return ((!existingUrl || existingUrl.indexOf('?') === -1) ? '?' : '&') + params... (تعقيم: encodeURIComponent)";;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;0;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;sanitize;static;0.7;29/12/25 17:18;0;unknown;js
8409;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet.js;;5;"3:  * (c) 2010-2019 Vladimir Agafonkin, (c) 2010-2011 CloudMade | 4:  */ | >>> !function(t,i){""object""==typeof exports&&""undefined""!=typeof module?i(exports):""... (استخدام آمن: دالة مع setTimeout)";v;setTimeout;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;unsafe-settimeout-without-sanitization;medium;1;;encodeURIComponent;static;0.7;29/12/25 17:18;0;unknown;js
8410;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet.js;;5;"3:  * (c) 2010-2019 Vladimir Agafonkin, (c) 2010-2011 CloudMade | 4:  */ | >>> !function(t,i){""object""==typeof exports&&""undefined""!=typeof module?i(exports):""... (استخدام آمن: دالة مع setTimeout)";v;innerHTML;Warning: Incorrect sanitization detected. Use a proper sanitizer for this sink - may introduce a security vulnerability.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;encodeURIComponent;static;1;29/12/25 17:18;0;unknown;js
8411;firefly-iii;C:\dataset\github_real_projects\firefly-iii\public\v1\lib\leaflet\leaflet.js;;5;"3:  * (c) 2010-2019 Vladimir Agafonkin, (c) 2010-2011 CloudMade | 4:  */ | >>> !function(t,i){""object""==typeof exports&&""undefined""!=typeof module?i(exports):""... (استخدام آمن: دالة مع setTimeout)";v;setAttribute(src);Warning: Sink has no sanitization - this may lead to a DOM-XSS vulnerability.;0;;1;0;semgrep;unsafe-setattribute-src-without-sanitization;high;1;;encodeURIComponent;static;1;29/12/25 17:18;0;unknown;js
8412;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\administrations\Edit.vue;;41;"39:                         <button class=""close"" data-dismiss=""alert"" type=""button""... | 40:                             aria-hidden=""true"">&times;</span></button> | >>>                         <strong>{{ $t(""firefly.flash_success"") }}</strong> <span... | 42:                     </div> | 43:                 </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8413;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\administrations\Edit.vue;;79;"77:                             </button> | 78:                         </div> | >>>                         <p class=""text-success"" v-html=""success_message""></p> | 80:                         <p class=""text-danger"" v-html=""error_message""></p> | 81:                     </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8414;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\administrations\Edit.vue;;80;"78:                         </div> | 79:                         <p class=""text-success"" v-html=""success_message""></p> | >>>                         <p class=""text-danger"" v-html=""error_message""></p> | 81:                     </div> | 82:                 </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8415;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\exchange-rates\Index.vue;;30;"28:                     </div> | 29:                     <div class=""box-body""> | >>>                         <p v-html=""$t('firefly.exchange_rates_intro')""></p> | 31:                     </div> | 32:                 </div>";firefly.exchange_rates_intro;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8416;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\exchange-rates\Rates.vue;;70;"68:                             <tr> | 69:                                 <th>{{ $t('form.date') }}</th> | >>>                                 <th v-html=""$t('form.from_currency_to_currency',... | 71:                                 <th v-html=""$t('form.to_currency_from_currency',... | 72:                                 <th>&nbsp;</th>";form.from_currency_to_currency;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8417;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\exchange-rates\Rates.vue;;71;"69:                                 <th>{{ $t('form.date') }}</th> | 70:                                 <th v-html=""$t('form.from_currency_to_currency',... | >>>                                 <th v-html=""$t('form.to_currency_from_currency',... | 72:                                 <th>&nbsp;</th> | 73:                             </tr>";form.from_currency_to_currency;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8418;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\AccountSelect.vue;;60;"58:           <li v-for=""(item, index) in props.items"" :class=""{active:props.activeI... | 59:             <a role=""button"" @click=""props.select(item)""> | >>>               <span v-html=""betterHighlight(item)""></span> | 61:             </a> | 62:           </li>";item;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8419;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\Bill.vue;;43;"41:         </option> | 42:       </select> | >>>       <p v-if=""this.bills.length === 1"" class=""help-block"" v-html=""$t('firefly.n... | 44:       <ul v-for=""error in this.error"" class=""list-unstyled""> | 45:         <li class=""text-danger"">{{ error }}</li>";firefly.n...;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8420;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\Budget.vue;;43;"41:         </option> | 42:       </select> | >>>       <p v-if=""this.budgets.length === 1"" class=""help-block"" v-html=""$t('firefly... | 44:       <ul v-for=""error in this.error"" class=""list-unstyled""> | 45:         <li class=""text-danger"">{{ error }}</li>";firefly...;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8421;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\Category.vue;;62;"60:           <li v-for=""(item, index) in props.items"" :class=""{active:props.activeI... | 61:             <a role=""button"" @click=""props.select(item)""> | >>>               <span v-html=""betterHighlight(item)""></span> | 63:             </a> | 64:           </li>";item;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8422;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\CreateTransaction.vue;;41;"39:                             v-bind:aria-label=""$t('firefly.close')""><span | 40:                         aria-hidden=""true"">&times;</span></button> | >>>                     <strong>{{ $t(""firefly.flash_success"") }}</strong> <span v-h... | 42:                 </div> | 43:             </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8423;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\CreateTransaction.vue;;235;"233:                             </button> | 234:                         </div> | >>>                         <p class=""text-success"" v-html=""success_message""></p> | 236:                         <p class=""text-danger"" v-html=""error_message""></p> | 237:                     </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8424;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\CreateTransaction.vue;;236;"234:                         </div> | 235:                         <p class=""text-success"" v-html=""success_message""></p> | >>>                         <p class=""text-danger"" v-html=""error_message""></p> | 237:                     </div> | 238:                 </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8425;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\CustomTransactionFields.vue;;23;"21: <template> | 22:   <div> | >>>     <p class=""help-block"" v-html=""$t('firefly.hidden_fields_preferences')""></p> | 24:     <component | 25:         v-bind:is=""dateComponent""";firefly.hidden_fields_preferences;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8426;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\EditTransaction.vue;;50;"48:                             v-bind:aria-label=""$t('firefly.close')""><span | 49:                         aria-hidden=""true"">&times;</span></button> | >>>                     <strong>{{ $t(""firefly.flash_success"") }}</strong> <span v-h... | 51:                 </div> | 52:             </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8427;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\transactions\TransactionDescription.vue;;61;"59:           <li v-for=""(item, index) in props.items"" :class=""{active:props.activeI... | 60:             <a role=""button"" @click=""props.select(item)""> | >>>               <span v-html=""betterHighlight(item)""></span> | 62:             </a> | 63:           </li>";item;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8428;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Create.vue;;40;"38:           <button class=""close"" data-dismiss=""alert"" type=""button"" v-bind:aria-l... | 39:               aria-hidden=""true"">&times;</span></button> | >>>           <strong>{{ $t(""firefly.flash_success"") }}</strong> <span v-html=""succe... | 41:         </div> | 42:       </div>";succe...;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8429;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Create.vue;;74;"72:               </button> | 73:             </div> | >>>             <p class=""text-success"" v-html=""success_message""></p> | 75:             <p class=""text-danger"" v-html=""error_message""></p> | 76:           </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8430;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Create.vue;;75;"73:             </div> | 74:             <p class=""text-success"" v-html=""success_message""></p> | >>>             <p class=""text-danger"" v-html=""error_message""></p> | 76:           </div> | 77:         </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8431;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Edit.vue;;40;"38:           <button class=""close"" data-dismiss=""alert"" type=""button"" v-bind:aria-l... | 39:               aria-hidden=""true"">&times;</span></button> | >>>           <strong>{{ $t(""firefly.flash_success"") }}</strong> <span v-html=""succe... | 41:         </div> | 42:       </div>";succe...;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8432;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Edit.vue;;75;"73:               </button> | 74:             </div> | >>>             <p class=""text-success"" v-html=""success_message""></p> | 76:             <p class=""text-danger"" v-html=""error_message""></p> | 77:           </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8433;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Edit.vue;;76;"74:             </div> | 75:             <p class=""text-success"" v-html=""success_message""></p> | >>>             <p class=""text-danger"" v-html=""error_message""></p> | 77:           </div> | 78:         </div>";success_message;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8434;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v1\src\components\webhooks\Show.vue;;28;"26:           <button class=""close"" data-dismiss=""alert"" type=""button"" v-bind:aria-l... | 27:               aria-hidden=""true"">&times;</span></button> | >>>           <strong>{{ $t(""firefly.flash_success"") }}</strong> <span v-html=""succe... | 29:         </div> | 30:       </div>";succe...;v-html;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;0;0;semgrep;avoid-v-html;medium;1;;;static;0.7;29/12/25 17:18;0;unknown;vue
8435;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Modes\InlineMode.js;;34;"32:     hide(){ | 33:         this.event_hide(); | >>>         this.context.element.innerHTML = this.context.value; | 35:         setTimeout(() => { | 36:             this.init();";this.context.value;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8436;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\BaseType.js;;240;"238:  | 239:     setError(errorMsg) { | >>>         this.error.innerHTML = errorMsg; | 241:     } | 242: ";errorMsg;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8437;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\BaseType.js;;272;"270:     initText() { | 271:         if (this.context.value === """") { | >>>             this.context.element.innerHTML = this.context.emptytext; | 273:             return true; | 274:         } else {";this.context.emptytext;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8438;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\BaseType.js;;275;"273:             return true; | 274:         } else { | >>>             this.context.element.innerHTML = this.context.value; | 276:             return false; | 277:         }";this.context.value;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8439;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\DateType.js;;13;"11:     initText(){ | 12:         if(this.value === """"){ | >>>             this.context.element.innerHTML = this.context.emptytext; | 14:             return true; | 15:         } else {";this.context.emptytext;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8440;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\DateType.js;;16;"14:             return true; | 15:         } else { | >>>             this.context.element.innerHTML = moment(this.context.value).format(t... | 17:             return false; | 18:         }";this.context.value;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8441;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\SelectType.js;;9;"7:             const opt = document.createElement(`option`); | 8:             opt.value = item.value; | >>>             opt.innerHTML = item.text; | 10:             select.append(opt); | 11:         });";item.text;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8442;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\SelectType.js;;17;"15:  | 16:     initText(){ | >>>         this.context.element.innerHTML = this.context.emptytext; | 18:         if(this.context.value !== """" && this.context.source.length > 0){ | 19:             for(const key in this.context.source){";this.context.emptytext;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
8443;firefly-iii;C:\dataset\github_real_projects\firefly-iii\resources\assets\v2\src\libraries\dark-editable\Types\SelectType.js;;22;"20:                 const item = this.context.source[ key ]; | 21:                 if(item.value == this.context.value){ | >>>                     this.context.element.innerHTML = item.text; | 23:                     return false; | 24:                 }";item.text;innerHTML;Warning: No sanitization_method detected. Ensure the input is sanitized before use.;0;;1;0;semgrep;js-innerhtml-assignment;high;1;;;static;1;29/12/25 17:18;0;unknown;js
